GivenName	Surname	Birthday	twostephash	uid
Richard	Rizzo	6/19/1961	{98310, 1213958, 130056, 1032712, 2041352, 1886732, 1114645, 1345557, 1588759, 1719832, 1451548, 1880606, 1158176, 1252384, 1077797, 1271337, 1269293, 1822253, 184886, 285240, 1143867, 335937, 1914952, 1686608, 1011281, 664659, 312922, 158814, 1592927, 1786464, 948833, 967267, 1529960, 1501802, 1497198, 721522, 628345, 1307781, 1353862, 126090, 1472138, 2033802, 1677967, 1395859, 394394, 1258650, 1546400, 1051300, 518823, 144041, 633514, 762539, 1727661, 554162, 1790133, 868022, 1644214, 1078969, 1856193, 58562, 1156290, 1298115, 508101, 1070277, 1082057, 864458, 1314509, 500431, 530643, 751828, 1916120, 306400, 1260768, 1429734, 1281258, 799467, 1923309, 482547, 436472, 1626362, 1698046, 375041, 617732, 1378565, 301830, 665353, 1128204, 1348883, 668953, 193818, 682778, 643868, 1445661, 2036514, 384292, 1229612, 1177901, 433966, 602934, 146751, 810821, 1626952, 973132, 1442126, 819535, 1508686, 1129809, 842581, 1005398, 255834, 1617758, 795488, 910176, 1790320, 326513, 407413, 1387894, 839033, 642434, 1735554, 1951619, 2020226, 1824646, 1922953, 1320331, 1087884, 206226, 1504150, 865690, 834971, 670621, 1296304, 1189297, 676280, 1621947, 887742, 889790, 1855422, 1819599, 9681, 1836499, 687102, 1673178, 974301, 556005, 1418213, 1500136, 1147370, 1986542, 2003449, 1521659, 1406974}	45543
Myrtle	Standley	4/18/1951	{357891, 144388, 56329, 814091, 1198091, 1537548, 235022, 1095184, 1024533, 1345557, 1167388, 1252384, 88097, 629283, 1815075, 1109030, 896047, 1357359, 285240, 1150009, 2023995, 471101, 1687619, 191052, 644684, 134734, 555087, 637522, 1580629, 1870934, 1304151, 1402456, 1921624, 312922, 1000026, 712284, 1096797, 1938517, 83551, 1907297, 868450, 1986147, 979045, 1354854, 1702502, 1529960, 1912934, 9834, 176235, 489070, 1497198, 114, 34418, 369780, 1460338, 1953399, 1573495, 1353340, 754301, 1091718, 891021, 1781902, 1489039, 743575, 315038, 1598623, 375456, 458402, 1252003, 1948323, 487077, 518823, 61609, 138930, 1136832, 971969, 1199301, 1771721, 1380042, 411854, 872655, 820947, 1601748, 727253, 599770, 1408223, 1264864, 132321, 228583, 1010921, 792300, 875244, 806128, 1131766, 798459, 1019131, 543997, 348413, 218366, 299775, 975613, 1527549, 301830, 327942, 1341194, 625419, 1584907, 1635600, 248593, 39706, 157466, 536860, 635165, 570146, 476964, 1993508, 1757480, 1308969, 140076, 739124, 1684281, 237373, 1305929, 315213, 1501528, 1330009, 1816921, 2034011, 1173864, 1433961, 26474, 157547, 1589609, 1681774, 1244019, 1387894, 1428349, 522111, 1326463, 2006913, 1735554, 67973, 372613, 1320331, 723350, 718743, 1602456, 1763736, 201629, 1310634, 2017715, 298420, 709557, 337846, 738230, 330680, 618426, 243134, 887742, 540608, 889790, 797641, 1209803, 41932, 1749451, 1061330, 1836499, 1559509, 458200, 400857, 1916376, 1419741, 1638368, 1147370, 150507, 736235, 1553905, 592373, 2003449, 1342972, 1861630, 836095}	83035
Thomas	Bone	3/17/1995	{1257472, 1319937, 177154, 1218569, 101897, 1998875, 1545246, 1252384, 898081, 158242, 833058, 784426, 1354292, 1991733, 285240, 1220664, 1003579, 417346, 1053252, 1339974, 1011789, 555087, 1824848, 1739859, 451670, 861270, 312922, 2036829, 1813091, 1529960, 596075, 496238, 1497198, 1261168, 1167986, 423027, 730739, 441462, 258685, 106109, 957063, 1084552, 505994, 1335949, 1781902, 1489039, 1790608, 1303704, 629406, 1146019, 518823, 1839275, 21683, 480438, 1942199, 1478328, 1150652, 59584, 1278153, 864458, 1551052, 1568469, 1867479, 824028, 142048, 1609953, 1638112, 453350, 1302249, 1386731, 550638, 152815, 404213, 1510133, 1380600, 1099515, 798459, 967427, 23300, 301830, 310024, 1635600, 531729, 1746705, 943891, 1097498, 358685, 1917725, 1993508, 744746, 572207, 465202, 501560, 1308990, 757568, 574273, 1579845, 1534291, 1330009, 2034011, 1297245, 237406, 821598, 137568, 1730917, 626033, 504178, 683890, 463734, 1387894, 199544, 507773, 669566, 1271681, 1735554, 2006913, 1513860, 1922953, 994698, 1087884, 1323917, 1233808, 1046934, 1574295, 266648, 1675168, 1565091, 637863, 269224, 1770416, 1914801, 26036, 738230, 1977272, 887742, 889790, 540608, 816577, 1383359, 39363, 795588, 1470409, 1920457, 477132, 1131982, 1836499, 458200, 1846747, 1419741, 323040, 1768931, 1749998, 1180660, 2003449, 1328124}	21334
Guadalupe	Wilson	12/12/2000	{827413, 261143, 1467415, 1322521, 1814554, 1493532, 1454621, 1158176, 1036324, 1980452, 205354, 541227, 1778732, 858157, 105522, 801846, 644664, 285240, 758842, 889919, 987712, 1054785, 1816127, 772169, 971340, 555087, 1907281, 1658452, 203350, 1307228, 782434, 701029, 1018470, 489070, 268399, 829552, 1497198, 458866, 1651, 494195, 1078899, 1404533, 1951863, 1478770, 132729, 309885, 233087, 594055, 787079, 957063, 1317517, 514192, 2031761, 322194, 1559187, 389268, 1740434, 1303704, 1556632, 47771, 998045, 1146019, 1201315, 1608867, 518823, 1569448, 308402, 1339578, 1150652, 434877, 1143997, 230086, 1278153, 112330, 1780939, 764620, 991948, 93902, 936150, 1829591, 1833688, 651481, 1867479, 1951963, 831196, 1299167, 142048, 1648864, 740578, 2024162, 659687, 1281258, 172779, 1643243, 811245, 259310, 1227505, 1597170, 2014450, 1112315, 953599, 713477, 301830, 672524, 1125644, 1795340, 1513234, 943891, 1607958, 160536, 244505, 226074, 140059, 448796, 455968, 572207, 1263919, 209716, 355125, 501560, 1637177, 1849144, 1003835, 1603902, 1729343, 444225, 1758536, 417609, 1420617, 1539401, 315213, 464722, 632150, 1768791, 703833, 2030941, 2017119, 263008, 865122, 620388, 1091941, 1797993, 1853297, 1462644, 1387894, 1466742, 1352057, 1646970, 1737086, 1390978, 2020226, 634244, 1588616, 1922953, 1063307, 1320331, 1897360, 1439633, 1939858, 91028, 377239, 222618, 1034650, 147870, 1889186, 1253796, 1271218, 1601462, 1373624, 1178044, 1975740, 107458, 130502, 822727, 1682375, 797641, 799184, 618449, 352722, 1142739, 1210833, 1260510, 907743, 905696, 1994722, 295913, 929258, 1915371, 1564141, 1182193, 1081332, 592373, 988662, 2003449, 441342, 428543}	68297
Donald	Thomas	1/19/1971	{1511957, 120341, 1588759, 599062, 1545246, 1252384, 1533984, 784426, 970797, 1942062, 523313, 1354292, 21557, 801846, 1954871, 285240, 1220664, 1052732, 489534, 68170, 1011789, 555087, 618064, 1907281, 664659, 861270, 312922, 1167451, 1197661, 1813091, 701029, 1140838, 1529960, 1014893, 362094, 496238, 1261168, 1497198, 1699441, 423027, 1804402, 1899632, 441462, 987768, 258685, 106109, 1058436, 957063, 2024584, 505994, 634510, 91793, 1271441, 924307, 1146019, 141991, 518823, 1560747, 1602231, 1478328, 1842875, 1150652, 668349, 59584, 204992, 1278153, 864458, 1551052, 1568469, 659687, 1626344, 1302249, 1386731, 1259, 324332, 404213, 798459, 1914623, 1378565, 301830, 1635600, 691473, 1666833, 943891, 723226, 1550623, 426785, 1047329, 1680162, 1374503, 1224489, 1308969, 572207, 501560, 573753, 709946, 359743, 1647935, 1649984, 1646916, 534341, 1398085, 1579845, 363849, 1420617, 1297245, 137568, 1343842, 1730917, 875883, 1790320, 1387894, 669566, 1262466, 1735554, 492933, 1098629, 1290120, 1922953, 1038730, 1320331, 46476, 1087884, 1323917, 1127315, 1364883, 193443, 1565091, 637863, 269224, 654247, 402864, 1189297, 1296304, 1770416, 1193396, 684984, 330680, 296892, 889790, 1383359, 1498046, 816577, 1066947, 1331657, 308172, 1131982, 9681, 1210833, 1836499, 1673178, 1419741, 323040, 1994722, 1768931, 2032617, 1758700, 77298, 592373, 988662, 2003449, 1179643}	50856
Robert	Himes	10/17/1978	{1722375, 130056, 996362, 1537548, 1745932, 724494, 568848, 910358, 231961, 1545246, 1252384, 88097, 236592, 21557, 652341, 1981493, 68154, 784955, 2039870, 1646656, 520782, 555599, 618064, 634446, 821840, 1607758, 1637973, 451670, 312922, 1197661, 1505377, 688738, 782434, 868450, 1432163, 1140838, 1529960, 596075, 1497198, 2001007, 1167986, 502899, 1896060, 1413769, 806026, 362125, 891021, 1489039, 622736, 1143447, 1303704, 285341, 2024093, 1324192, 141991, 518823, 138930, 480438, 1842875, 668349, 2042558, 204992, 971969, 1983174, 113359, 872655, 1556180, 1329365, 1867479, 599770, 184539, 1224414, 1010921, 1259, 324332, 316142, 589039, 1231087, 471281, 1380600, 837881, 2035960, 798459, 1019131, 697602, 1775362, 301830, 708359, 385802, 1119499, 1341708, 1750799, 1635600, 760083, 1728790, 723226, 1453850, 1559836, 1680162, 1351461, 683816, 630057, 1308969, 140076, 481069, 223022, 719149, 465202, 849203, 260412, 567102, 786752, 927554, 363849, 2023244, 1373012, 1390421, 649048, 1589609, 507243, 157547, 1281388, 1796462, 626033, 504178, 432502, 463734, 1387894, 669566, 1326463, 1735554, 1922953, 1320331, 1087884, 181137, 1929105, 1186708, 1046934, 1232278, 807321, 880547, 1372079, 773553, 26036, 123829, 566714, 889790, 1383359, 1066947, 795588, 797641, 1331657, 1470409, 328652, 1812429, 1892304, 1836499, 1251288, 1846747, 1939420, 1148893, 1419741, 2032617, 1147370, 150507, 276463, 1071088, 1229295, 454644, 545268, 2003449, 1342972}	76808
Monica	Jimenez	7/14/1939	{2018817, 1722375, 1722890, 1198091, 564235, 1499156, 1522201, 697887, 358432, 1252384, 1974818, 271908, 1146918, 1308713, 910381, 886832, 1407025, 105522, 846386, 392246, 285240, 330811, 446524, 1646656, 417346, 1687619, 531524, 937028, 1542213, 634446, 555599, 821840, 1945681, 451670, 312922, 1124955, 1096797, 1505377, 732774, 983654, 1354854, 1529960, -1430, 596075, 2001007, 730739, 1571972, 957063, 1360011, 1335949, 682646, 629406, 1075365, 518823, 795816, 548521, 758441, 480438, 1478328, 1310907, 1150652, 1543869, 1241278, 1983174, 1082057, 1278153, 1771721, 113359, 1242835, 964311, 1916120, 353501, 1224414, 132321, 1609953, 38627, 1631460, 228583, 1789160, 1010921, 1281258, 1425643, 152815, 1393398, 624376, 435960, 798459, 543997, 301830, 310024, 1119499, 1809163, 502541, 525071, 21777, 364306, 943891, 1746705, 157466, 2000669, 1351461, 1824549, 588583, 841514, 1300267, 1787180, 572207, 206652, 326973, 1314109, 958271, 727873, 551750, 1626952, 911180, 315213, 1928525, 1877328, 729941, 1005398, 1390421, 1837397, 954721, 1737061, 82286, 407413, 1387894, 1371513, 1058170, 608125, 507773, 1735554, 1045892, 67973, 998283, 1320331, 1582476, 1717645, 631695, 723350, 1232278, 216480, 880547, 552871, 900521, 505773, 1597869, 1497522, 1103283, 1410997, 1271736, 618426, 178620, 889790, 1855422, 1225665, 220102, 1470409, 752592, 1836499, 1233879, 1858009, 1846747, 1734108, 1419741, 1922012, 323040, 721378, 242149, 990182, 276463, 1800176, 545268, 774133, 239606, 2003449, 1897471}	16774
Randall	Colon	2/21/1981	{550924, 1527824, 749085, 1158176, 1394730, 1778732, 1790509, 1357359, 73778, 105522, 1861172, 801846, 1954871, 1757238, 285240, 14394, 1816127, 560710, 520263, 1016903, 191052, 644684, 971340, 555087, 656975, 59986, 1426002, 1213015, 1839705, 312922, 1091675, 1432668, 395357, 1507933, 1303647, 1765468, 845412, 701029, 1327718, 1529960, 1497198, 650354, 389237, 1708149, 987768, 1058436, 976005, 957063, 829584, 892560, 322194, 1598098, 2031761, 1578646, 37015, 39072, 625313, 1146019, 1252003, 1608867, 518823, 540328, 110775, 1478328, 1516218, 908987, 1024191, 745673, 1278153, 739536, 1777362, 820947, 623326, 142048, 1110762, 875244, 224495, 1247471, 1814773, 1324278, 798459, 1194749, 218366, 968451, 392964, 713477, 301830, 1341194, 1560842, 672524, 1666833, 943891, 684820, 160536, 244505, 157466, 1121049, 1443100, 1535769, 1264931, 329001, 1308969, 465195, 572207, 1263919, 1651504, 209716, 355125, 1719605, 501560, 1252152, 1849144, 382269, 1647935, 1007428, 534341, 802120, 1420617, 1758536, 864076, 189261, 1485644, 2024272, 1627474, 1501528, 1617758, 620388, 875883, 1622379, 1469296, 1244019, 281460, 1122678, 1273207, 1387894, 1408888, 233855, 1087360, 1735554, 726403, 1937797, 1753991, 1494408, 1922953, 1063307, 1320331, 494489, 193443, 1005993, 113070, 402864, 2002352, 832434, 1271218, 1601462, 271293, 889790, 528834, 1149897, 41932, 1210833, 1585105, 1836499, 93141, 259541, 839125, 1419741, 1260510, 1830367, 673248, 1994722, 1044964, 1012710, 295913, 929258, 1915371, 592373, 988662, 1235447, 1893365, 2003449}	87227
Fannie	Conn	12/17/2001	{763908, 1620488, 1745932, 1415181, 1527824, 1467415, 551463, 205354, 378923, 1743406, 105522, 1854007, 285240, 2023995, 1816127, 560710, 1486918, 1180235, 644684, 1446988, 555087, 1241681, 1265746, 1907281, 451670, 1839705, 2036829, 782434, 190564, 433768, 596075, 1497198, 458866, 1078899, 132729, 233087, 594055, 957063, 1980040, 1317517, 1489039, 829584, 2031761, 322194, 1647763, 1740434, 1303704, 629406, 39072, 664737, 1146019, 1608867, 518823, 540328, 1039528, 1569448, 1231532, 308402, 1433266, 480438, 1478328, 1339578, 1150652, 752830, 1514177, 1278153, 1618644, 936150, 1867479, 651481, 1951963, 831196, 623326, 1299167, 142048, 659687, 155644, 1110765, 1992942, 1227505, 624376, 1380600, 218366, 301830, 1809163, 672524, 1795340, 364306, 943891, 1513234, 160536, 244505, 140059, 448796, 1398054, 276776, 329001, 780076, 572207, 465202, 209716, 501560, 1637177, 1529669, 1758536, 417609, 864076, 1627474, 632150, 78168, 789849, 2030941, 1617758, 971617, 620388, 1936741, 1785707, 1082223, 504178, 463734, 1387894, 1466742, 1390978, 1149827, 634244, 1045892, 1336708, 1937797, 998283, 1063307, 1320331, 1582476, 1717645, 1439633, 180115, 377239, 262552, 1766810, 880547, 1253796, 1145259, 1099184, 26036, 1178044, 795588, 130502, 220102, 393158, 1470409, 1126346, 685517, 799184, 352722, 1142739, 176602, 1846747, 1393628, 726493, 1260510, 1830367, 1922012, 739810, 1044964, 242149, 295913, 239606, 2003449, 1328124, 1861630}	38722
Norman	Hargrove	9/13/1956	{459782, 1213958, 273928, 1429514, 1527824, 1114645, 1588759, 1998875, 1494045, 1252384, 898081, 1077797, 802856, 1271337, 689711, 236592, 285240, 1763897, 1003579, 561212, 2023995, -447, 335937, 1053252, 1350212, 1305161, 1668683, 644684, 1423437, 637522, 664659, 1739859, 1637973, 861270, 1847897, 312922, 1432668, 547421, 602206, 1240159, 782434, 412259, 1432163, 2030690, 1133158, 1529960, 448617, 1159274, 695403, 836717, 496238, 1497198, 5232, 176752, 1200241, 329843, 502899, 441462, 571511, 990328, 1089657, 105599, 1535617, 55428, 1307781, 957063, 126090, 505994, 1813643, 1781902, 57489, 1143447, 555676, 320157, 1688222, 518823, 700586, 554162, 364729, 589507, 890057, 30926, 219855, 500431, 278228, 1568469, 1843933, 761055, 366306, 1210597, 453350, 1626344, 1010921, 1302249, 316142, 589039, 627953, 404213, 706806, 1697530, 798459, 1795323, 218366, 967427, 23300, 1378565, 301830, 157466, 39706, 936732, 1917725, 1993508, 169765, 329001, 481069, 433966, 739124, 977212, 567102, 574273, 1442126, 1508686, 266578, 1300818, 943444, 1184599, 748377, 255834, 2034011, 1061213, 1327971, 1730917, 1258855, 1970023, 752495, 1790320, 1403253, 1387894, 1331066, 900475, 1014651, 104319, 2006913, 1735554, 1951619, 713092, 1937797, 1922953, 1319306, 1320331, 386956, 263054, 181137, 472467, 655767, 962456, 920478, 833953, 886179, 1565091, 1678757, 1504678, 324012, 1372079, 477617, 1189297, 1914801, 121269, 738230, 338875, 1296827, 889790, 9681, 1836499, 839125, 458200, 1673178, 42459, 1419741, 882656, 1311712, 908264, 1500136, 729066, 1147370, 416749, 1409006, 1749998, 1180660, 2003449, 1521659, 594942}	76340
Alejandro	Webb	3/21/1947	{232966, 589840, 411665, 1345557, 514583, 409626, 818717, 1252384, 898081, 1398823, 328744, 292394, 970797, 1357359, 236592, 73778, 801846, 1954871, 285240, 2004026, 1003579, 164932, 1053252, 947272, 843338, 1011789, 555087, 1739859, 1637973, 1213015, 1402456, 1921624, 312922, 818267, 1432668, 1303647, 1085537, 782434, 1432163, 1529954, 701029, 310379, 226412, 1497198, 721522, 1768563, 234613, 288886, 271479, 987768, 644728, 490114, 2031761, 778898, 1005203, 1671314, 1194648, 183963, 549531, 39072, 1252003, 1608867, 518823, 1562279, 1118382, 416949, 1790133, 1078969, 41146, 1150652, 677576, 820947, 1601748, 1058015, 1065698, 453350, 1429734, 1748712, 875244, 316142, 589039, 1334516, 1296629, 798459, 218366, 967427, 23300, 151300, 301830, 1560842, 672524, 526096, 711953, 1666833, 564499, 481557, 160536, 157466, 643868, 1917725, 1259295, 426785, 384292, 917797, 321832, 1308969, 1522986, 1053997, 209716, 739124, 1719605, 1284410, 957244, 567102, 1647935, 1449281, 1007428, 534341, 1420617, 1909584, 2024272, 1875795, 1501528, 1330009, 1816921, 1527131, 1263453, 280927, 620388, 1395559, 867176, 1444712, 157547, 875883, 610669, 1367917, 575855, 1244019, 1387894, 1854838, 1735554, 1937797, 1753991, 1063307, 1320331, 1095567, 181137, 1109915, 889759, 193443, 244135, 243114, 1372079, 402864, 1610673, 683954, 1271218, 1722288, 121269, 337846, 933303, 1914801, 223674, 887742, 540608, 797641, 36298, 1793482, 824782, 603089, 895953, 1073107, 1210833, 93141, 1547732, 1585105, 1836499, 1419741, 908767, 1149409, 1994722, 1468391, 1147370, 1099243, 1553905, 1461235, 1180660, 592373, 988662, 1586677, 187902}	10513
Agnes	Camp	5/6/1991	{1319937, 101897, 1886732, 1648666, 61979, 1545246, 88097, 1974818, 1305637, 970797, 285240, 1468989, 417346, 1053252, 884805, 1339974, 784457, 1882185, 555087, 1510995, 1746518, 249434, 312922, 770140, 1840738, 241252, 550502, 1140838, 1529960, 730739, 772213, 32383, 402048, 1084552, 1313929, 1466507, 1984651, 891021, 1335949, 622736, 1851024, 1582738, 1788063, 1316005, 518823, 906920, 1839275, 1496238, 138930, 1756346, 1298108, 1241278, 644808, 1613009, 1310931, 1390292, 964311, 599770, 1363674, 1638112, 1609953, 433897, 1010921, 152815, 1871089, 1405683, 436472, 798459, 1019131, 1634046, 301830, 310024, 531729, 1654548, 682778, 544539, 1454367, 588583, 1308969, 1177901, 851247, 1513268, 90943, 1210689, 388418, 1598273, 860996, 1251152, 1129809, 2008916, 729941, 1727330, 1904484, 867176, 1589609, 157547, 1394542, 1289584, 37233, 1387894, 900475, 507773, 1804159, 1620352, 1735554, 634244, 1922953, 792468, 909717, 1822102, 1891223, 266648, 628634, 154013, 1096097, 1934753, 352680, 643498, 1809834, 1114028, 170413, 1597869, 709557, 1431989, 4027, 1702333, 889790, 1253824, 1706946, 1793475, 1920457, 69580, 328652, 1162188, 1131986, 1836499, 1658327, 1007582, 1418213, 1680358, 2005477, 1147370, 150507, 1687020, 473587, 2003449, 313854}	23851
Elena	Arthur	9/13/1977	{1014274, 1537548, 235022, 997902, 120341, 306710, 1588759, 1114645, 1545246, 1252384, 898081, 1543202, 679462, 1271337, 392246, 442423, 285240, 1003579, 430651, 335937, 1976385, 1687619, 262724, 1053252, 520263, 843338, 555087, 618064, 1907281, 664659, 1739859, 317525, 312922, 1124955, 597084, 602206, 371808, 868450, 1140838, 1529960, 1497198, 1200241, 1804402, 951411, 1592441, 105599, 681602, 2019459, 126090, 634510, 1961620, 1556632, 320157, 1688222, 518823, 1165994, 629936, 21683, 1994425, 668349, 204992, 971969, 58562, 169673, 500431, 872655, 1279186, 1601748, 881878, 142048, 38627, 1631460, 453350, 1626344, 1010921, 324332, 592111, 1531120, 1393398, 435960, 1348346, 798459, 1553658, 544513, 967427, 23300, 1195269, 301830, 1378565, 1635600, 531729, 608529, 691473, 1875217, 1536279, 157466, 723226, 236828, 1917725, 1047329, 831780, 1308969, 140076, 433966, 2023739, 574273, 1989954, 1417027, 1398085, 264008, 1442126, 1184599, 1816921, 483678, 280927, 1168223, 1526623, 1846623, 1533293, 1790320, 808821, 1387894, 1290617, 669566, 1326463, 1735554, 1951619, 1922953, 1320331, 1087884, 535950, 214418, 834971, 123292, 1403295, 243114, 1296304, 1189297, 1914801, 337846, 330680, 889790, 1383359, 540608, 1225665, 1066947, 730567, 797641, 1331657, 1762763, 9681, 1836499, 839125, 1673178, 1939420, 1419741, 1281504, 310249, 1147370, 2032617, 1561068, 1758700, 1488878, 1180660, 1853430, 413175, 2003449, 1342972}	95183
Dena	Alley	9/14/2002	{56329, 1704969, 1198091, 564235, 550924, 235022, 120341, 1467415, 1167388, 749085, 202277, 1109030, 205354, 891435, 362541, 970797, 6197, 392246, 801846, 285240, 1837624, 430651, 2039870, 1687619, 555087, 1907281, 664659, 1402456, 1124955, 1096797, 1455201, 782434, 845412, 701029, 732774, 1354854, 1491044, 1559140, 1587812, 1804402, 1078899, 105599, 1926275, 594055, 1360011, 634510, 2031761, 1740434, 1303704, 269473, 1608867, 1948323, 518823, 758441, 165548, 308402, 1339578, 69308, 434877, 1199301, 169673, 745673, 1771721, 411854, 1279186, 1601748, 936150, 1648864, 38627, 1631460, 228583, 1626344, 1789160, 1247471, 806128, 1814773, 803062, 1393398, 435960, 1348346, 543997, 1378565, 301830, 672524, 1795340, 1890061, 1635600, 608529, 691473, 1513234, 160536, 157466, 1487130, 448796, 321832, 465195, 187700, 209716, 274235, 1013051, 1989954, 1398085, 1420617, 315213, 1433933, 1195347, 1816921, 280927, 1526623, 1252706, 620388, 687463, 1469296, 1790320, 1387894, 1058170, 522111, 1390978, 372613, 1922953, 1063307, 1320331, 1995666, 723350, 377239, 1443224, 123292, 741789, 130976, 243114, 1296304, 1189297, 147378, 1103283, 1497522, 337846, 618426, 1178044, 1201084, 540608, 1272263, 1149897, 26058, 998350, 9681, 1210833, 1142739, 1673178, 1543649, 1994722, 1147370, 1758700, 1553905, 592373, 988662, 2003449}	12398
Douglas	Jankowski	6/29/1954	{1654275, 685572, 1493509, 1614342, 1646602, 1886732, 1523213, 972814, 1527824, 1087510, 1588759, 514583, 409626, 162842, 818717, 948766, 1252384, 1533984, 1610277, 1398823, 1942056, 1271337, 1180715, 449580, 212526, 1129006, 1150510, 523313, 1275440, 1512494, 285240, 1220664, 1825338, 2023995, 1052732, 619587, 1607758, 555087, 664659, 1380440, 1921624, 312922, 479836, 1432668, 1786464, 1085537, 1980512, 504931, 1529960, 1497198, 1261168, 830579, 1264244, 1392755, 457848, 283769, 644728, 628345, 1949316, 2009220, 233094, 2022535, 1034891, 891021, 1781902, 2031761, 1638034, 1423509, 1303704, 446107, 1390752, 849059, 1608867, 1473189, 1739427, 518823, 1477291, 2005164, 1618605, 2222, 1118382, 416949, 52925, 1969342, 594121, 1367260, 1065698, 1626344, 1010921, 691949, 1334516, 436472, 469242, 798459, 1126650, 531198, 218366, 1535745, 1378565, 301830, 976647, 1225991, 81164, 672524, 1267470, 10515, 290579, 160536, 39706, 157466, 682778, 635165, 1820448, 1773858, 1993508, 180006, 1711399, 321832, 329001, 1308969, 1090859, 1640753, 235314, 1092915, 209716, 739124, 844085, 215352, 359743, 500031, 299841, 602943, 1649984, 702790, 1795912, 1832265, 1130826, 44028, 1857869, 1914197, 1088854, 485719, 1184599, 432985, 1330009, 2034011, 1297245, 1343842, 620388, 394600, 752495, 1566064, 1790320, 1632635, 1735554, 1361795, 1098629, 296326, 1202566, 1984904, 1063307, 1320331, 1122189, 1323917, 1970574, 1845651, 909717, 1822102, 1755543, 783262, 889759, 1691554, 637863, 269224, 377256, 654247, 1296304, 1189297, 1722288, 1770416, 121269, 438710, 738230, 348600, 933303, 1647541, 887742, 1455553, 1706946, 83917, 9681, 1073107, 1547732, 1836499, 633303, 1838041, 1673178, 140767, 1149409, 1542625, 1938914, 1007588, 1418213, 1147370, 1644522, 1749998, 1224176, 1731569, 1388018, 87027, 870901, 2003449, 1179643, 68604, 1406974}	77348
Sean	Mills	1/9/1992	{1319937, 1493509, 15367, 332297, 550924, 1058829, 1527824, 1588759, 438808, 749085, 1252384, 100900, 1271337, 1743406, 1954871, 285240, 1183288, 620099, 1339974, 644684, 555087, 1620048, 142418, 664659, 1510995, 203350, 312922, 423002, 1307228, 1197661, 1432668, 845412, 1529960, 1497198, 1739374, 1148530, 494195, 987768, 370822, 787079, 1084552, 514192, 1958038, 962715, 39072, 1638053, 518823, 1029799, 2002609, 1842875, 1143997, 745673, 1726666, 34532, 1626344, 1010921, 1259, 440557, 259310, 1247471, 1814773, 2011895, 1112315, 798459, 218366, 375041, 1378565, 301830, 1313544, 1986825, 1125644, 525071, 531729, 1666833, 1762580, 1134870, 293657, 157466, 1680162, 703269, 1374503, 329001, 1308969, 465195, 1787180, 739124, 1731385, 709946, 604475, 1865529, 1603902, 534341, 802120, 363849, 1806664, 379230, 792927, 263008, 1630558, 533346, 865122, 1091941, 528747, 875883, 1469296, 1151857, 182642, 1790320, 1387894, 2025339, 614270, 522111, 1735554, 1513860, 282501, 1937797, 590215, 1922953, 244622, 941973, 266648, 1889186, 193443, 294831, 402864, 1189297, 683954, 1296304, 889790, 112065, 107458, 762310, 822727, 797641, 1920457, 28112, 9681, 1892304, 1836499, 1280468, 1673178, 42459, 1419741, 1646051, 21989, 1147370, 2003449, 306682}	68086
Lisa	Quiroz	10/26/1988	{1582592, 707585, 62978, 628739, 755203, 98310, 130056, 1886732, 164369, 1379857, 390163, 1049619, 417305, 2014746, 1545246, 1252384, 236592, 291380, 1981493, 1031737, 14394, 2004026, 1245764, 1951306, 191052, 555087, 821840, 356435, 1637973, 387158, 1739862, 472152, 1884761, 312922, 1765468, 395357, 740959, 1786464, 782434, 1529960, 618601, 1497198, 1708149, 1824385, 323721, 52362, 346761, 1151116, 1313929, 634510, 622736, 2031761, 183443, 1897620, 1827990, 1143447, 1303704, 285341, 543394, 104611, 1608867, 518823, 1645233, 243380, 1458870, 1199301, 112330, 710349, 25297, 184539, 1793244, 120036, 1293543, 1110762, 316142, 589039, 1231087, 1904372, 1940724, 861944, 798459, 968451, 301830, 824070, 1213705, 1556745, 672524, 1172244, 425238, 1728790, 160536, 682778, 1196314, 321832, 343848, 199468, 481069, 719149, 440114, 209716, 1731385, 382269, 567102, 1398590, 1308480, 1947454, 1666551, 1874248, 1339210, 1882443, 2023244, 189261, 942926, 1129809, 871252, 1390421, 1819478, 244055, 1069913, 293730, 1327971, 620388, 1012580, 432488, 717672, 1281388, 428909, 1306988, 1345390, 1712497, 1652596, 1387894, 1956734, 1735554, 751095, 859017, 1922953, 1063307, 1320331, 530830, 1373582, 181137, 1929105, 909717, 1822102, 436632, 807321, 1572763, 298400, 1096097, 957866, 956845, 1372079, 979891, 299956, 596921, 889790, 1426879, 1576385, 1461186, 53200, 1892304, 1836499, 734165, 768982, 1251288, 886241, 1418213, 1147370, 1235447, 1430525, 1406974}	15946
